MA,FA,Cs,Pb,Sn,Other,I,Br,Gap,Po,ETL,HTL,Ne,Area,Add_O,Add_I,Add_H,Passivation,Step,Solvent,Coated_v,Coated_t,Coated_1v,Coated_1t,Coated_2v,Coated_2t,antisolvent,Anneal_T,Anneal_t,Jsc,Voc,FF,PCE
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.643076923,0.306148055,0.814336075,0.282981267
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.606153846,0.30740276,0.761457109,0.247110403
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.6,0.311794228,0.796709753,0.263053009
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.624615385,0.306775408,0.806110458,0.271024312
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.643076923,0.30489335,0.755581669,0.259067358
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.609230769,0.295483061,0.799059929,0.251096054
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.655384615,0.298619824,0.719153937,0.247110403
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.535384615,0.336260979,0.840188014,0.267038661
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.553846154,0.337515684,0.827262045,0.271024312
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.553846154,0.337515684,0.821386604,0.271024312
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.553846154,0.336260979,0.82373678,0.271024312
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.584615385,0.341907152,0.71680376,0.251096054
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.584615385,0.341907152,0.781433608,0.275009964
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,0.016071429,1,0,1,1,0.5,0.5,0.625,1,0,0,0,0,0.8,0.2,0.111111111,0.575384615,0.343161857,0.715628672,0.247110403
0,1,0,1,0,0,1,0,0.580988593,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.428571429,0.111111111,0.689846154,0.589711418,0.686721504,0.490633719
0,1,0,1,0,0,1,0,0.580988593,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.428571429,0.111111111,0.691076923,0.564617315,0.652878966,0.450777202
0,0.95,0.05,1,0,0,1,0,0.583269962,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.428571429,0.111111111,0.666461538,0.589711418,0.744653349,0.515743324
0,0.95,0.05,1,0,0,1,0,0.583269962,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.428571429,0.111111111,0.667384615,0.583437892,0.687661575,0.46990833
0,0.9,0.1,1,0,0,1,0,0.591634981,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.428571429,0.111111111,0.670769231,0.621079046,0.842185664,0.613790355
0,0.9,0.1,1,0,0,1,0,0.591634981,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.428571429,0.111111111,0.672923077,0.577164366,0.795417156,0.545635711
0,0.85,0.15,1,0,0,1,0,0.595057034,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.663076923,0.633626098,0.847591069,0.627740136
0,0.85,0.15,1,0,0,1,0,0.595057034,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.661846154,0.614805521,0.756639248,0.540055799
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.668615385,0.646173149,0.850411281,0.644878438
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.661846154,0.608531995,0.756991774,0.536070147
0,0.75,0.25,1,0,0,1,0,0.600380228,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.640923077,0.633626098,0.876968273,0.624950179
0,0.75,0.25,1,0,0,1,0,0.600380228,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.638153846,0.621079046,0.779788484,0.545237146
0,0.7,0.3,1,0,0,1,0,0.601520913,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.625538462,0.646173149,0.851703878,0.606217617
0,0.7,0.3,1,0,0,1,0,0.601520913,0,0.666666667,0.333333333,0.333333333,0.057142857,0,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.629538462,0.639899624,0.777908343,0.550418493
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0.057142857,0,1,0,1,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.666153846,0.646173149,0.877555817,0.664806696
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0.057142857,0,1,0,1,0.5,0.75,0.5,0.666666667,0,0,0,0,0.75,0.285714286,0.111111111,0.664615385,0.621079046,0.852408931,0.620167397
1,0,0,1,0,0,1,0,0.608365019,0,0.333333333,0.333333333,0.333333333,0.078571429,0,0,0,0,0.5,0.25,0.625,0.333333333,0,0,0,0,0,0.285714286,0.111111111,0.396307692,0.3902133,0.430317274,0.117178159
1,0,0,1,0,0,1,0,0.614068441,0,0.333333333,0.333333333,0.333333333,0.078571429,0,0,0,0,0.5,0.25,0.625,0.333333333,0,0,0,0,0,0,0,0.559076923,0.514429109,0.391186839,0.188919888
1,0,0,1,0,0,1,0,0.600760456,0,0.333333333,0.333333333,0.333333333,0.078571429,0,0,0,1,0.5,0.25,0.625,0.333333333,0,0,0,0,0,0.285714286,0.111111111,0.540615385,0.437892095,0.527379553,0.224392188
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.02,0,0.714285714,0.055555556,0.111384615,0.803011292,0.857814336,0.134316461
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.02,0,0.714285714,0.055555556,0.212,0.934755332,0.928319624,0.323236349
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.02,0,0.714285714,0.055555556,0.184,0.784190715,0.787309048,0.200079713
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0,0,0.714285714,0.055555556,0.165538462,0.809284818,0.834312573,0.196094061
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0,0,0.714285714,0.055555556,0.160923077,0.82183187,0.857814336,0.198086887
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0,0,0.714285714,0.055555556,0.165538462,0.815558344,0.763807286,0.180948585
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0,0,0.714285714,0.055555556,0.154153846,0.834378921,0.810810811,0.182941411
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.02,0,0.714285714,0.055555556,0.214769231,0.890840652,0.904817861,0.302112395
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.02,0,0.714285714,0.055555556,0.181846154,0.82183187,0.904817861,0.236747708
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.02,0,0.714285714,0.055555556,0.180923077,0.846925972,0.904817861,0.242726186
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0.064285714,0,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.02,0,0.714285714,0.055555556,0.192,0.784190715,0.928319624,0.244719012
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0.064285714,0,0,0,1,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.342857143,0.222222222,0.624307692,0.592220828,0.83560517,0.54244719
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0.064285714,0,0,0,1,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.342857143,0.222222222,0.611076923,0.59033877,0.834547591,0.53009167
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0.064285714,0,0,0,1,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.342857143,0.222222222,0.635384615,0.600878294,0.871445358,0.584695098
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0.064285714,0,0,0,1,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.342857143,0.222222222,0.622769231,0.600878294,0.8613396,0.5663611
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0.064285714,0,0,0,0,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.4,0.222222222,0.702153846,0.474905897,0.833137485,0.488242328
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0.064285714,0,0,0,0,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.4,0.222222222,0.687692308,0.476160602,0.87520564,0.503387804
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0.064285714,0,0,0,0,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.4,0.222222222,0.734461538,0.467628607,0.87826087,0.53009167
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0.064285714,0,0,0,0,1,0.75,0,0,0.833333333,0.5,0.666666667,0.6,0,0.4,0.222222222,0.732307692,0.467628607,0.923149236,0.555201275
1,0,0,1,0,0,1,0,0.6121673,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.603076923,0.577164366,0.916568743,0.560781188
1,0,0,0.75,0.25,0,1,0,0.524714829,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.690461538,0.514429109,0.916568743,0.571941012
1,0,0,0.5,0.5,0,1,0,0.494296578,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.340615385,0.326223338,0.752056404,0.146671981
1,0,0,0.25,0.75,0,1,0,0.482889734,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.342153846,0.225846926,0.693301998,0.094061379
1,0,0,0,1,0,1,0,0.513307985,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.139076923,0.094102886,0.44653349,0.010362694
0.75,0.25,0,0.75,0.25,0,1,0,0.509505703,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.692923077,0.501882058,0.904817861,0.552809884
0.5,0.5,0,0.75,0.25,0,1,0,0.505703422,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.708615385,0.489335006,0.928319624,0.56556397
0.25,0.75,0,0.75,0.25,0,1,0,0.505703422,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.509230769,0.439146801,0.763807286,0.30011957
0,1,0,0.75,0.25,0,1,0,0.498098859,1,1,0.666666667,0.666666667,0.071428571,1,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.7,0.285714286,0.111111111,0.556307692,0.470514429,0.634547591,0.291749701
0.9,0,0.1,1,0,0,1,0,0.6121673,1,1,0.666666667,0.666666667,0.071428571,0,1,1,1,0.5,1,0.5,0.444444444,0,0,0,0,0.5,0.285714286,0.111111111,0.571384615,0.627352572,0.87426557,0.550418493
0.9,0,0.1,0.75,0.25,0,1,0,0.52851711,1,1,0.666666667,0.666666667,0.071428571,0,1,1,1,0.5,1,0.5,0.444444444,0,0,0,0,0.4,0.285714286,0.111111111,0.701538462,0.526976161,0.89306698,0.579912316
0.9,0,0.1,0.5,0.5,0,1,0,0.486692015,1,1,0.666666667,0.666666667,0.071428571,0,1,1,1,0.5,1,0.5,0.444444444,0,0,0,0,0.3,0.285714286,0.111111111,0.717538462,0.439146801,0.725029377,0.401355122
0.9,0,0.1,0.25,0.75,0,1,0,0.479087452,1,1,0.666666667,0.666666667,0.071428571,0,1,1,1,0.5,1,0.5,0.444444444,0,0,0,0,0.2,0.285714286,0.111111111,0.672,0.301129235,0.715628672,0.254284576
0.9,0,0.1,0,1,0,1,0,0.536121673,1,1,0.666666667,0.666666667,0.071428571,0,1,1,1,0.5,1,0.5,0.444444444,0,0,0,0,0.1,0.285714286,0.111111111,0.139384615,0.125470514,0.42773208,0.01315265
1,0,0,0,1,0,1,0,0.501901141,1,1,0.666666667,0.666666667,0.071428571,0,0,0,0,0.5,1,0.5,0.444444444,0,0,0,0,0.3,0.285714286,0.111111111,0.573846154,0.388958595,0.646298472,0.253487445
0.8,0,0.2,0.5,0.5,0,1,0,0.501901141,1,1,0.666666667,0.666666667,0.071428571,0,1,1,1,0.5,1,0.5,0.444444444,0,0,0,0,0.3,0.285714286,0.111111111,0.633230769,0.376411543,0.713278496,0.298923874
0.7,0,0.3,0.5,0.5,0,1,0,0.501901141,1,1,0.666666667,0.666666667,0.071428571,0,1,1,1,0.5,1,0.5,0.444444444,0,0,0,0,0.3,0.285714286,0.111111111,0.460307692,0.244667503,0.592244418,0.117178159
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0.053571429,0,0,0,0,0.5,0.75,0.375,0.333333333,0,0,0,0,0,0.457142857,0.055555556,0.783076923,0.715181932,0.941363102,0.561976883
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0.053571429,1,1,0,1,0.5,0.75,0.375,0.333333333,0,0,0,0,0,0.457142857,0.055555556,0.487076923,0.771643664,0.975088132,0.642885612
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0.053571429,0,0,0,0,0.5,0.75,0.375,0.333333333,0,0,0,0,0,0.457142857,0.055555556,0.473538462,0.708908407,0.941128085,0.555201275
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0.053571429,1,1,0,1,0.5,0.75,0.375,0.333333333,0,0,0,0,0,0.457142857,0.055555556,0.478461538,0.722710163,0.949353702,0.576723794
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0.053571429,1,1,0,1,0.5,0.75,0.375,0.333333333,0,0,0,0,0,0.457142857,0.055555556,0.487076923,0.770388959,0.974853114,0.642885612
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0.053571429,1,1,0,1,0.5,0.75,0.375,0.333333333,0,0,0,0,0,0.457142857,0.055555556,0.481230769,0.747176913,0.962044653,0.607811877
1,0,0,1,0,0,1,0,0.570342205,0,0.666666667,0.333333333,0.333333333,0.064285714,0,0,0,0,0.5,0.25,0.25,0.333333333,0,0,0,0,0,0.2,0.333333333,0.645538462,0.617942284,0.769682726,0.539657234
1,0,0,1,0,0,1,0,0.570342205,0,0.666666667,0.333333333,0.333333333,0.064285714,0,0,0,0,0.5,0.25,0.25,0.333333333,0,0,0,0,0,0.2,0.333333333,0.643076923,0.621079046,0.763807286,0.538062973
1,0,0,1,0,0,1,0,0.570342205,0,0.666666667,0.333333333,0.333333333,0.064285714,0,0,0,0,0.5,0.25,0.25,0.333333333,0,0,0,0,0,0.2,0.333333333,0.572307692,0.633626098,0.71680376,0.48226385
1,0,0,1,0,0,1,0,0.570342205,0,1,0.666666667,0.666666667,0.064285714,1,0,0,0,1,0.75,0,0,0.833333333,0.5,0.833333333,0.6,0,0.4,0.222222222,0.614461538,0.595984944,0.916568743,0.59107214
1,0,0,0.75,0.25,0,1,0,0.463878327,0,1,0.666666667,0.666666667,0.064285714,1,0,0,1,1,0.75,0,0,0.833333333,0.5,0.833333333,0.6,0,0.342857143,0.222222222,0.431076923,0.457967378,0.916568743,0.558389797
1,0,0,0.5,0.5,0,1,0,0.448669202,1,1,0.666666667,0.666666667,0.071428571,0,0,0,0,1,0.25,0,0,1,1,0.416666667,0.6,0,0.314285714,0.5,0.809230769,0.470514429,0.808460635,0.542048625
1,0,0,0.5,0.5,0,1,0,0.448669202,1,1,0.666666667,0.666666667,0.071428571,0,0,0,0,1,0.25,0,0,1,1,0.416666667,0.6,0,0.314285714,0.5,0.766153846,0.470514429,0.774383079,0.490235153
1,0,0,0.5,0.5,0,1,0,0.448669202,1,1,0.666666667,0.666666667,0.071428571,0,0,0,0,1,0.25,0,0,1,1,0.416666667,0.6,0,0.314285714,0.5,0.775384615,0.464240903,0.76733255,0.486249502
1,0,0,1,0,0,1,0,0.570342205,0,0.333333333,1,0.333333333,0.214285714,0,0,0,0,0.5,0.25,0.75,0.666666667,0,0,0,0,0,0.2,0.333333333,0.608,0.604140527,0.820211516,0.52929454
1,0,0,1,0,0,1,0,0.570342205,0,0.333333333,1,0.333333333,0.214285714,0,0,0,0,0.5,0.25,0.75,0.666666667,0,0,0,0,0,0.2,0.333333333,0.624,0.641781681,0.837837838,0.58947788
1,0,0,1,0,0,1,0,0.570342205,0,0.333333333,1,0.333333333,0.214285714,0,0,0,0,0.5,0.25,0.75,0.666666667,0,0,0,0,0,0.2,0.333333333,0.626153846,0.622961104,0.806110458,0.552411319
1,0,0,1,0,0,1,0,0.570342205,0,0.333333333,0.333333333,0.333333333,0.214285714,0,0,0,0,0.5,0.25,0.75,0.666666667,0,0,0,0,0,0.2,0.333333333,0.624923077,0.649937265,0.849588719,0.607014747
1,0,0,1,0,0,1,0,0.589353612,0,0.333333333,0.333333333,0.333333333,0.114285714,0,0,0,0,0.5,0.25,0.8125,0.333333333,0,0,0,0,0,0.285714286,0.111111111,0.575384615,0.696361355,0.787309048,0.518134715
1,0,0,1,0,0,1,0,0.589353612,0,0.333333333,0.333333333,0.333333333,0.114285714,0,0,0,0,0.5,0.25,0.8125,0.333333333,0,0,0,0,0,0.285714286,0.111111111,0.64,0.690715182,0.787309048,0.542048625
1,0,0,1,0,0,1,0,0.589353612,0,0.333333333,0.333333333,0.333333333,0.114285714,0,0,0,0,0.5,0.25,0.8125,0.333333333,0,0,0,0,0,0.285714286,0.111111111,0.612307692,0.616060226,0.752056404,0.486249502
1,0,0,1,0,0,1,0,0.589353612,0,0.333333333,0.333333333,0.333333333,0.114285714,0,0,0,0,0.5,0.25,0.8125,0.333333333,0,0,0,0,0,0.285714286,0.111111111,0.612307692,0.641154329,0.799059929,0.53009167
1,0,0,1,0,0,1,0,0.589353612,0,0.333333333,0.333333333,0.333333333,0.114285714,0,0,0,0,0.5,0.25,0.8125,0.333333333,0,0,0,0,0,0.285714286,0.111111111,0.621538462,0.617942284,0.634547591,0.418493424
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.342857143,0.111111111,0.458153846,0.740276035,0.907520564,0.539657234
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,0,0,0,0,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.371428571,0.111111111,0.416923077,0.677540778,0.763807286,0.377839777
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.285714286,0.111111111,0.440923077,0.727728984,0.772150411,0.434834595
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.314285714,0.111111111,0.442769231,0.734002509,0.773090482,0.439617377
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.342857143,0.111111111,0.445230769,0.734002509,0.791656874,0.454364289
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.371428571,0.111111111,0.449538462,0.746549561,0.790246769,0.467516939
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.4,0.111111111,0.436,0.702634881,0.779553467,0.418891989
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.371428571,0.111111111,0.437846154,0.734002509,0.768037603,0.43443603
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.371428571,0.111111111,0.456,0.702634881,0.806580494,0.455161419
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.371428571,0.111111111,0.443076923,0.708908407,0.801175088,0.442805899
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.342857143,0.111111111,0.478461538,0.721455458,0.888836663,0.540852929
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.444444444,0,0,0,0,0,0.342857143,0.111111111,0.479076923,0.740276035,0.876145711,0.545635711
0,1,0,0,1,0,1,0,0.52851711,1,1,1,0.666666667,0.034285714,0,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0,0,0.2,0.111111111,0.545230769,0.156838143,0.600587544,0.093264249
0,1,0,0,1,0,1,0,0.52851711,1,1,1,0.666666667,0.034285714,0,1,0,1,0.5,0.75,0.625,0.333333333,0,0,0,0,0,0.2,0.111111111,0.570153846,0.2195734,0.703760282,0.15663611
0,1,0,0,1,0,1,0,0.52851711,1,1,1,0.666666667,0.034285714,0,1,0,1,0.5,0.75,0.625,0.333333333,0,0,0,0,0,0.2,0.111111111,0.601538462,0.313676286,0.748648649,0.249103228
0,1,0,0,1,0,1,0,0.52851711,1,1,1,0.666666667,0.034285714,0,1,0,1,0.5,0.75,0.625,0.333333333,0,0,0,0,0,0.2,0.111111111,0.590153846,0.207026349,0.680493537,0.147867676
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,0,0,0,0,0.5,0.75,0.5,0.5,0,0,0,0,0.15,0.571428571,0.111111111,0.452923077,0.715181932,0.793772033,0.452770028
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,0,0,0,0,0.5,0.75,0.5,0.5,0,0,0,0,0.15,0.571428571,0.111111111,0.453230769,0.690087829,0.7693302,0.424073336
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.5,0,0,0,0,0.15,0.571428571,0.111111111,0.471692308,0.765370138,0.92479436,0.589079314
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.064285714,1,0,0,1,0.5,0.75,0.5,0.5,0,0,0,0,0.15,0.571428571,0.111111111,0.468307692,0.752823087,0.891774383,0.552411319
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.35,1,0,0,1,0.5,0.75,0.5,0.5,0,0,0,0,0.15,0.571428571,0.111111111,0.457230769,0.740276035,0.857696827,0.510163412
0,0,1,1,0,0,0.666666667,0.333333333,0.72243346,0,0.333333333,0.333333333,0.333333333,0.714285714,1,0,0,1,0.5,0.75,0.5,0.5,0,0,0,0,0.15,0.571428571,0.111111111,0.453230769,0.727728984,0.798472385,0.462734157
0,0,1,0,1,0,1,0,0.661596958,0,0.333333333,0.333333333,0.333333333,0.142857143,0,0,0,0,0.5,1,0.1875,0.333333333,0,0,0,0,0,0.285714286,0.222222222,0.289230769,0.363864492,0.669800235,0.123555201
