,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1040,0.006264686584472656,0.0007225644852395095,0.0030200004577636717,0.0006475893020829593,friedman_mse,20,sqrt,2,7,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.01948045498249598,-0.017401063376053575,-0.013758418917519884,-0.018929003941709516,-0.010841284355081781,-0.016082045114572147,0.003294206593696897,329
1395,0.015390443801879882,0.0011139873772101074,0.0027692317962646484,0.0007583832593837513,poisson,20,,7,15,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.013989536954765855,-0.015298475029280934,-0.012695495108838287,-0.023973682079152184,-0.01448278442788606,-0.016087994719984663,0.004032286823985568,330
1155,0.015326595306396485,0.0011331823390361773,0.0026304244995117186,0.00037119003822287335,poisson,10,,7,15,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.013960768651353737,-0.015147851025625632,-0.012824419670575108,-0.024032051156321965,-0.014499384037587434,-0.016092894908292778,0.004042065796618012,331
1275,0.018333578109741212,0.0020702742782126456,0.003310823440551758,0.0005877847806365992,poisson,15,,7,15,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.013989536954765859,-0.015316859203754985,-0.01273430329156106,-0.023942225463846684,-0.01448278442788606,-0.01609314186836293,0.004012752904625062,332
1335,0.052973461151123044,0.07375777008471338,0.002507448196411133,0.0004470805208386086,poisson,18,,7,15,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.013989536954765862,-0.015316859203754989,-0.012734303291561062,-0.023942225463846684,-0.01448278442788606,-0.016093141868362932,0.004012752904625061,333
1154,0.016776847839355468,0.0032304223803797543,0.0026009082794189453,0.0004906623078405033,poisson,10,,7,13,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.013924221883662566,-0.01514005193003173,-0.013073989672726466,-0.023915496008993835,-0.014556310758874433,-0.016122014050857805,0.003956634439948282,334
1153,0.014931106567382812,0.0006898187224713721,0.0034303188323974608,0.001393366547801691,poisson,10,,7,10,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 10}",-0.013924349376537463,-0.015158436104505783,-0.013058095029061599,-0.023915496008993842,-0.014556323896083221,-0.01612254008303638,0.003958170222731126,335
1393,0.015364742279052735,0.000785240392561762,0.0027982234954833985,0.0007495137928965461,poisson,20,,7,10,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 10}",-0.013953245172824483,-0.01533504438166309,-0.012929170467324778,-0.023857126931824058,-0.014539711149173056,-0.016122859620561893,0.003945954384797061,336
1213,0.016362380981445313,0.0011972508651265433,0.002829742431640625,0.0010958201922258335,poisson,13,,7,10,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 10}",-0.013962821714470648,-0.015315418075643905,-0.01294126846389169,-0.023860880285472643,-0.014539724286381846,-0.016124022565172147,0.003945212856795613,337
1214,0.01614069938659668,0.0010498802237067528,0.0031335830688476564,0.0007181658576048211,poisson,13,,7,13,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.013962821714470648,-0.01533380225011796,-0.012925373820226826,-0.023860880285472643,-0.014539711149173058,-0.01612451784389223,0.003947039393709439,338
1152,0.01524810791015625,0.0007779136130181156,0.0021056175231933595,0.0004860382838828932,poisson,10,,7,7,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 7}",-0.013924221883662569,-0.015158436104505783,-0.013073989672726462,-0.02391549600899383,-0.014556323896083221,-0.016125693513194372,0.0039557276063677095,339
1333,0.05130462646484375,0.0702718134688799,0.0028932571411132814,0.0007998896128235227,poisson,18,,7,10,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 10}",-0.013953245172824483,-0.015335044381663093,-0.012945065110989638,-0.02385712693182405,-0.014539724286381842,-0.016126041176736623,0.003943384722910737,340
1151,0.01830921173095703,0.0019581755608032944,0.002602100372314453,0.0008002604614521183,poisson,10,,5,15,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.016380039448013736,-0.01611997679900064,-0.01279529293004585,-0.022789625887291907,-0.012561084913672294,-0.01612920399560488,0.003695149797139881,341
1274,0.025415658950805664,0.01583250054547038,0.004000568389892578,0.0019985927846825364,poisson,15,,7,13,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.013953245172824483,-0.01533504438166309,-0.012945065110989638,-0.023888583547129544,-0.014539724286381846,-0.01613233249979772,0.0039557197716807305,342
1332,0.01522684097290039,0.0005652928342250109,0.002408599853515625,0.0008053862547009736,poisson,18,,7,7,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 7}",-0.013953245172824483,-0.015353428556137144,-0.012945065110989638,-0.023888583547129544,-0.014539711149173058,-0.016136006707250773,0.003954986521253501,343
1273,0.015566635131835937,0.0007289630085914402,0.0031104087829589844,0.0006700222654797946,poisson,15,,7,10,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 10}",-0.013953117679949585,-0.01533504438166309,-0.012999767937377277,-0.023857126931824048,-0.014539724286381846,-0.016136956243439173,0.003934624489213046,344
221,0.02560000419616699,0.040702010865907134,0.0030008792877197266,1.9227833894401507e-06,squared_error,15,log2,2,10,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.022640701414937243,-0.017151339590797263,-0.010014317599696046,-0.01592590750892177,-0.014959348776135884,-0.01613832297809764,0.0040557532067079785,345
85,0.037171459197998045,0.06384426227774502,0.002800178527832031,0.00040100109518207615,squared_error,10,sqrt,3,10,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.020519356123558975,-0.015860787510135546,-0.011707755213773617,-0.015879060406282272,-0.01681814127214751,-0.01615702010517958,0.0028081321248523386,346
738,0.06280207633972168,0.0650402468909391,0.0025982379913330076,0.0004906219300017949,friedman_mse,7,,10,13,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 13}",-0.01647592778079922,-0.020282088055101247,-0.01349075452071133,-0.018602331522485572,-0.01194723996358418,-0.016159668368536308,0.0030960820908252375,347
17,0.03190312385559082,0.04254747495481334,0.002707386016845703,0.0003968744800345661,squared_error,7,,10,10,"{'criterion': 'squared_error', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 10}",-0.01647592778079922,-0.020282088055101247,-0.01349075452071133,-0.018602331522485575,-0.011947239963584178,-0.01615966836853631,0.003096082090825239,348
739,0.0691993236541748,0.07171780685688475,0.002201366424560547,0.00039968834772905945,friedman_mse,7,,10,15,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 15}",-0.01647592778079922,-0.020282088055101247,-0.013490754520711327,-0.018602331522485575,-0.011947239963584178,-0.01615966836853631,0.0030960820908252393,348
736,0.009998273849487305,0.0006330143106425833,0.002402067184448242,0.000489883012181793,friedman_mse,7,,10,7,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 7}",-0.01647592778079922,-0.020282088055101247,-0.013490754520711327,-0.01860233152248558,-0.011947239963584178,-0.01615966836853631,0.00309608209082524,348
1392,0.016169071197509766,0.0023259423940824252,0.0027614593505859374,0.00021777506437664203,poisson,20,,7,7,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 7}",-0.013953117679949585,-0.01535342855613714,-0.012999767937377279,-0.023984104064243627,-0.014539724286381846,-0.016166028504817898,0.003983708569665646,351
1331,0.016792106628417968,0.000752535353932367,0.002428436279296875,0.0005260758671992315,poisson,18,,5,15,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.016450799360097444,-0.015857865528146102,-0.012486789106470806,-0.023591594468005902,-0.012540000319973918,-0.016185409756538836,0.004049644268745221,352
1271,0.028800773620605468,0.021645233055226594,0.0025089740753173827,0.0004485010414784056,poisson,15,,5,15,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.016463310742579437,-0.015838796942918218,-0.012519386485710106,-0.0235915944680059,-0.012544831161513897,-0.01619158396014551,0.00404332264124043,353
804,0.03652667999267578,0.06202289607716934,0.0033099174499511717,0.0005894852460630219,friedman_mse,10,sqrt,3,7,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.013718048959353621,-0.02141577214971978,-0.013497069366424634,-0.01776548934268783,-0.014746768287770584,-0.016228629621191287,0.003007614839414412,354
1149,0.01662731170654297,0.0007707326397461869,0.003497934341430664,0.0010627377972471314,poisson,10,,5,10,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.016147839479961113,-0.01551773366557983,-0.01290803174909023,-0.023309000164141162,-0.013441190328782784,-0.016264759077511022,0.0037264784577692683,355
1391,0.017058849334716797,0.000706389904078707,0.0029039382934570312,0.0006607957140022288,poisson,20,,5,15,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.016450799360097444,-0.01632026965098,-0.012486789106470808,-0.0235915944680059,-0.012547127696002629,-0.016279316056311353,0.004045070825402654,356
1168,0.006613874435424804,0.001231712170023729,0.00301976203918457,0.0003232841785069937,poisson,10,sqrt,5,7,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.017679309050168936,-0.014279909503549881,-0.014166462282382242,-0.017856867307474007,-0.017451043390563425,-0.0162867183068277,0.001690153658422636,357
1150,0.04342069625854492,0.05505512263005372,0.0031997203826904298,0.00039963900025544256,poisson,10,,5,13,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.016266335219233326,-0.0163124381465954,-0.012914424857560362,-0.023156245873346724,-0.0128139709211379,-0.016292683003574743,0.0037582880568772974,358
987,0.007716035842895508,0.0013975918686377664,0.030982542037963866,0.05348630635479561,friedman_mse,18,sqrt,3,15,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 15}",-0.01841126148886495,-0.018323748166438173,-0.012099394876345863,-0.020577671943415473,-0.012195728907617803,-0.016321561076536453,0.0035025493337149873,359
1148,0.015724039077758788,0.0005111502085102283,0.0028267383575439455,0.0007865012190510386,poisson,10,,5,7,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.016069510196341206,-0.016001111190986222,-0.01290803174909023,-0.02318316703426638,-0.013489748452771778,-0.01633031372469116,0.0036583826004318084,360
1270,0.022186660766601564,0.006310087274659946,0.0040056705474853516,0.002617422998052601,poisson,15,,5,13,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.016342924103508186,-0.016017866995151436,-0.012563005999591979,-0.02376997959833179,-0.012999274961604499,-0.016338610331637575,0.0040183203670242805,361
200,0.007051897048950195,0.001029999304232981,0.002601432800292969,0.0008002167249588298,squared_error,15,sqrt,2,7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.017812322659882106,-0.015632115424951683,-0.020237580389310696,-0.015188370086589872,-0.012906260822236984,-0.016355329876594268,0.002489000146657957,362
1210,0.016925716400146486,0.0009403257848721713,0.0026638984680175783,0.0006656962915961371,poisson,13,,5,13,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.016335178437101215,-0.015929459697585906,-0.012922544955493146,-0.023755998172680804,-0.012880908845690268,-0.01636481802171027,0.003970058599280902,363
540,0.14759864807128906,0.004128825787308746,0.0030017852783203124,0.0006331657494260723,absolute_error,15,,2,7,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.02294352527646,-0.021518689631184935,-0.00865369889430279,-0.0176622703704275,-0.01108464261918311,-0.016372565358311667,0.0056367805470895855,364
16,0.009947586059570312,0.00016993050028399053,0.0035026073455810547,0.001262504419430589,squared_error,7,,10,7,"{'criterion': 'squared_error', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 7}",-0.01647592778079922,-0.021391627622282416,-0.013490754520711327,-0.018602331522485572,-0.011947239963584178,-0.016381576281972544,0.0034076813089283205,365
1211,0.01682734489440918,0.0005342528080167098,0.0025117874145507814,0.0004480225624716347,poisson,13,,5,15,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.01644888266588162,-0.016296717252401723,-0.01288823177602022,-0.02359613053340881,-0.012696410801978432,-0.01638527460593816,0.003945766245365746,366
660,0.654809045791626,0.24768229945740294,0.0026003837585449217,0.0004902342253724308,absolute_error,20,,2,7,"{'criterion': 'absolute_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.021696290127753027,-0.020985087861726738,-0.009427860445936851,-0.017959416408484242,-0.012026420012208388,-0.01641901497122185,0.00488349512905313,367
922,0.03249506950378418,0.05099615553302828,0.0035094738006591795,0.0006466225423777503,friedman_mse,15,sqrt,2,13,"{'criterion': 'friedman_mse', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.02217406346304855,-0.012623921304829425,-0.01539048584917359,-0.01754145797399933,-0.014381021355914727,-0.016422189989393123,0.0032861660670661435,368
1390,0.016360902786254884,0.0008790673954247028,0.002870798110961914,0.00045380818062914683,poisson,20,,5,13,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.016324884060357304,-0.01655055948654659,-0.012535622218462507,-0.023794656673071048,-0.01303590932574417,-0.016448326352836322,0.004023632746589458,369
1330,0.017275142669677734,0.0007523934237401344,0.0025890350341796877,0.0004808071194132088,poisson,18,,5,13,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.016337095131317043,-0.01658832083755262,-0.01253040862035268,-0.0237514621072779,-0.013049989566385953,-0.016451455252577237,0.00400665661145994,370
1268,0.018596076965332033,0.003800881983038841,0.002136850357055664,0.0004474455688584323,poisson,15,,5,7,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.01617778528253911,-0.0159064942508279,-0.012556041347915563,-0.02391851729164316,-0.013716237285114695,-0.01645501509160809,0.003969496106487056,371
1208,0.13432955741882324,0.09331768510413917,0.0027416706085205077,0.0006594130114979836,poisson,13,,5,7,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.016194856617046692,-0.01589779401310129,-0.012915368105587643,-0.023704722172668037,-0.013566067646600774,-0.016455761711000886,0.0038421750574861757,372
1329,0.01616506576538086,0.001039012295644185,0.0023068904876708983,0.00038490050256475807,poisson,18,,5,10,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.016127639229058667,-0.01590238449764958,-0.012523443968676263,-0.02391851729164316,-0.013886894163550075,-0.016471775830115547,0.003953922927997249,373
1349,0.006519126892089844,0.0006384831991876648,0.002802324295043945,0.0007529783170239286,poisson,18,sqrt,5,10,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.018090831450124422,-0.01624801344071116,-0.012971500409931993,-0.02410706013995256,-0.010952090158175455,-0.016473899119779117,0.004553851393974214,374
1388,0.017257881164550782,0.0015906697643669953,0.0030085563659667967,0.001094662804004641,poisson,20,,5,7,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.016159745239388235,-0.016256519013977063,-0.012527546240493704,-0.023767615200839365,-0.013716237285114695,-0.016485532595962617,0.0039120829284525266,375
1389,0.017008209228515626,0.0005117153608135061,0.0026241302490234374,0.0005491126488906709,poisson,20,,5,10,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.016153062829097384,-0.01647251449809387,-0.012522544840612968,-0.023744747911730132,-0.01371436433366284,-0.016521446882639436,0.0039034627940974795,376
1406,0.007927417755126953,0.0006870586920380929,0.0032161712646484376,0.00039328303743517244,poisson,20,sqrt,3,13,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.024801689281823122,-0.015067621321960652,-0.013239550814671805,-0.01615389752569027,-0.013362831071367487,-0.01652511800310267,0.004279222913998457,377
1269,0.02089400291442871,0.007740439432266787,0.0024206161499023436,0.00038000706760461296,poisson,15,,5,10,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.016165574211579374,-0.016490678951514726,-0.012550827749805742,-0.023744747911730122,-0.013704562596886603,-0.016531278284303313,0.0038988162274082253,378
746,0.005799436569213867,0.0004012112382868551,0.058400297164916994,0.06785116227869045,friedman_mse,7,sqrt,3,13,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.018125685499284047,-0.01981706030146139,-0.014674382721787253,-0.01471094773791224,-0.015400915464862573,-0.0165457983450615,0.0020676957320858503,379
341,0.025671958923339844,0.04057162445631623,0.0025247573852539063,0.0005631548907253743,squared_error,20,log2,2,10,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.01901939828884286,-0.018957544260746983,-0.016732792567467892,-0.01707710734096455,-0.011093101464919554,-0.016575988784588366,0.0028975788888503866,380
541,0.3024075984954834,0.2243399391890156,0.0025630474090576174,0.0007073274113403428,absolute_error,15,,2,10,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.022639752831700714,-0.02272435285128718,-0.007598236882748194,-0.01735330130848692,-0.012610668757604044,-0.01658526252636541,0.0058566063892240535,381
1209,0.020542192459106445,0.0051374124519309545,0.002904367446899414,0.00019566177127443087,poisson,13,,5,10,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.016208863323330262,-0.01638136232297589,-0.012905153107597081,-0.02374928397713304,-0.01370463747309587,-0.01658986004082643,0.003830079773215747,382
1328,0.017174673080444337,0.0017308176709893545,0.0027256011962890625,0.0006348520995748263,poisson,18,,5,7,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.01623139211271729,-0.016519245891518496,-0.012518230370566439,-0.02387532272585001,-0.01385734141866104,-0.016600306503862655,0.003930794644794068,383
895,0.00519871711730957,0.0009808362658777737,0.0030005455017089845,1.555395739583978e-06,friedman_mse,13,log2,7,15,"{'criterion': 'friedman_mse', 'max_depth': 13, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.01649637684261486,-0.01586894340337992,-0.016829074186818012,-0.01904946840108955,-0.014859370791041947,-0.01662064672498886,0.001387458867428137,384
661,0.692512035369873,0.2626588129386715,0.002411031723022461,0.00048143307270289424,absolute_error,20,,2,10,"{'criterion': 'absolute_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.022396685315614038,-0.022684746326463646,-0.00984600152270921,-0.017672818625922695,-0.010524627832893794,-0.016624975924720675,0.005555180676194281,385
210,0.029435348510742188,0.047877913357980986,0.002401113510131836,0.000489398885137308,squared_error,15,sqrt,5,13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.014817204655603265,-0.017478016113942486,-0.01803224256950358,-0.019795874474607646,-0.01309831157022115,-0.016644329876775627,0.0023860511369651997,386
1288,0.08227658271789551,0.09198299449872392,0.003103494644165039,0.000805953262453149,poisson,15,sqrt,5,7,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.022734635194067206,-0.017183829774686177,-0.014894456092254132,-0.015600243955736295,-0.012860539760024511,-0.016654740955353665,0.003342202219040055,387
421,0.14202914237976075,0.014678940325348415,0.002809619903564453,0.0009817736255237858,absolute_error,10,,2,10,"{'criterion': 'absolute_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.022478489730749594,-0.022674972911811184,-0.007910737729606786,-0.017052741632670572,-0.013188118134038012,-0.01666101202777523,0.005635468333918919,388
1097,0.039590311050415036,0.050862314492939556,0.0027083873748779295,0.000396964038803951,poisson,7,,10,10,"{'criterion': 'poisson', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 10}",-0.016153143342866137,-0.01916758549038157,-0.01310110370571066,-0.02038849185373183,-0.014495424806619972,-0.016661149839862034,0.0027494603891106252,389
1099,0.09445300102233886,0.06612186903451746,0.0045125484466552734,0.0009070199464543231,poisson,7,,10,15,"{'criterion': 'poisson', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 15}",-0.01615314334286613,-0.01916758549038157,-0.013101103705710663,-0.02038849185373183,-0.01449542480661997,-0.016661149839862034,0.002749460389110625,389
1281,0.007152366638183594,0.00047603098909177556,0.0024207592010498046,0.0003791876001746136,poisson,15,sqrt,2,10,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.017387308019544127,-0.01970580187882879,-0.01944009377875376,-0.013729568980668473,-0.01305458359764936,-0.016663471251088902,0.0027971843201517626,391
924,0.0552490234375,0.05971231819172616,0.0034000396728515623,0.0004911878805373095,friedman_mse,15,sqrt,3,7,"{'criterion': 'friedman_mse', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.01968370628522779,-0.013277164345476355,-0.014974568397242241,-0.023451937419984865,-0.012039539574565624,-0.016685383204499374,0.004263869214154197,392
163,0.006225013732910156,0.0028887153047413025,0.0024061679840087892,0.0004901455607984074,squared_error,13,log2,2,15,"{'criterion': 'squared_error', 'max_depth': 13, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.022785748645531567,-0.01663337321534835,-0.010485959940457612,-0.022233690625055882,-0.011304661741168393,-0.01668868683351236,0.005203572551410875,393
980,0.007291364669799805,0.0014225005224391045,0.0041999340057373045,0.0011665162070406917,friedman_mse,18,sqrt,2,7,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.020411716500419636,-0.01598173881432888,-0.01512808411749724,-0.017722272283351607,-0.014351635472544285,-0.01671908943762833,0.0021597079707205737,394
1096,0.014332151412963868,0.0010503834965278134,0.003134918212890625,0.00047431221028841066,poisson,7,,10,7,"{'criterion': 'poisson', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 7}",-0.016463108284947903,-0.01916758549038157,-0.01310110370571066,-0.020388491853731833,-0.014495424806619972,-0.016723142828278387,0.0027407880749835654,395
345,0.005242776870727539,0.000817958994757177,0.0320643424987793,0.058621981393984134,squared_error,20,log2,3,10,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.016344879337016765,-0.015345427550437296,-0.015261065102628592,-0.02047677056425568,-0.016313806096178732,-0.016748389730103414,0.0019200491994605079,396
1300,0.006235504150390625,0.00026106146799028974,0.002820730209350586,0.00041303438117036025,poisson,15,log2,2,7,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.025282054483898815,-0.01853196312279021,-0.013788405310931217,-0.015634684722478625,-0.010508599802321054,-0.016749141488483985,0.004998827668567337,397
480,0.4766537189483643,0.2589498893747649,0.003907489776611328,0.003069160531137616,absolute_error,13,,2,7,"{'criterion': 'absolute_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.023121349070209043,-0.021208874714456084,-0.008617799230344088,-0.01831580042794078,-0.012598063905724696,-0.016772377469734936,0.005409180023016216,398
275,0.029025697708129884,0.04846680801301623,0.0022689342498779298,0.0004583324584246122,squared_error,18,sqrt,7,15,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.022992126697360196,-0.013417147229999551,-0.016592996957791005,-0.01460394006706945,-0.016285158587243397,-0.016778273907892723,0.0033140415493190557,399
1098,0.06615500450134278,0.06146975705923865,0.002512025833129883,0.00045215346264730854,poisson,7,,10,13,"{'criterion': 'poisson', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 13}",-0.016153143342866133,-0.01916758549038157,-0.013711744786083602,-0.020388491853731833,-0.014495424806619972,-0.016783278055936622,0.00259800490163516,400
989,0.05185260772705078,0.056161215850904014,0.003225374221801758,0.0003924553879584616,friedman_mse,18,sqrt,5,10,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.01882912787691375,-0.01471386584947105,-0.015468840035094874,-0.019176350460520828,-0.01579622300101069,-0.016796881444602237,0.0018382526287219914,401
1070,0.031459474563598634,0.04961621769363997,0.003513336181640625,0.0006435504238543856,friedman_mse,20,log2,5,13,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.01521998961351786,-0.013990530526010571,-0.016279625744201564,-0.018102189138910887,-0.020560068129726432,-0.016830480630473467,0.0023017169444690313,402
