MA_ratio,FA_ratio,Cs_ratio,Pb_ratio,Sn_ratio,other_ratio,I_ratio,Br_ratio,po_electrode,ETL/ETM,HTL/HTM,ne_eletrode,effective area (cm^2),additive_O,additive_I,additive_H,passivation,step,dissolvent,coated1_s(rpm),coated1_t (s),coated2_s(rpm),coated2_t (s),anti-solvent,anneal_T (℃),anneal_t (min),,Jsc (mA/cm2),Voc (V),FF,PCE (%)
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,0,0,0,0,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.512615385,0.52195734,0.713278496,0.335193304
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,0,0,0,0,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.529230769,0.508782936,0.719153937,0.340374651
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.685538462,0.61229611,0.819036428,0.604224791
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.684923077,0.61229611,0.80493537,0.593064966
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.664615385,0.617314931,0.806110458,0.580709446
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.656923077,0.637390213,0.876615746,0.645675568
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.583384615,0.646173149,0.846063455,0.559585492
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.618461538,0.626097867,0.848413631,0.576723794
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.680307692,0.628607277,0.884841363,0.665205261
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.700615385,0.609159348,0.813160987,0.609804703
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.684307692,0.646173149,0.779083431,0.605819051
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.050714286,1,0,0,1,1,0.25,0.125,0.111111111,0.5,0.25,0,0.285714286,0.111111111,,0.650461538,0.622961104,0.881316099,0.627740136
0.839944004,0,0.093327112,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.714285714,0,0,0,0,1,0.75,0.25,0.111111111,1,0.5,0.2,0.428571429,0.222222222,,0.678769231,0.64868256,0.444770858,0.255480271
0.119458703,1,0.047596827,0.674736842,0,0,0.898447162,0.170833333,0.5,1,0.333333333,0.333333333,0.714285714,0,0,0,0,1,0.75,0.25,0.111111111,1,0.5,0.2,0.285714286,0.666666667,,0.799384615,0.626097867,0.384606345,0.250298924
0,0.963391137,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.464285714,0,0,0,0,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.428571429,0.222222222,,0.649230769,0.683186951,0.762632197,0.593862096
0.139990667,0.770712909,0.046663556,0.526315789,0,0,0.700838258,0.15,0.5,1,0.333333333,0.333333333,0.464285714,1,0,0,1,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.314285714,0.222222222,,0.689230769,0.720200753,0.887191539,0.773216421
0.139990667,0.818882466,0,0.526315789,0,0,0.700838258,0.15,0.5,1,0.333333333,0.333333333,0.464285714,1,0,0,1,1,0.75,0.125,0.111111111,0.666666667,0.5,0,0.314285714,0.222222222,,0.661538462,0.726474279,0.80493537,0.681546433
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.064285714,0,0,0,0,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,,0.460923077,0.808657465,0.881316099,0.57712236
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.064285714,0,1,0,1,1,0.75,0.125,0.111111111,0.5,0.5,0,0.8,0.111111111,,0.5,0.828105395,0.940423032,0.683937824
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.142857143,0,0,0,0,0,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,,0.536923077,0.612923463,0.718331375,0.424073336
0.933271115,0,0,0.526315789,0,0,0.725573725,0.12,0.5,1,0.333333333,0.333333333,0.142857143,0,0,0,0,0,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,,0.427384615,0.558343789,0.767450059,0.324033479
0.933271115,0,0,0.526315789,0,0,0.725573725,0.12,0.5,1,0.333333333,0.333333333,0.142857143,0,0,0,0,0,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,,0.319692308,0.587202008,0.727967098,0.244320446
0.933271115,0,0,0.526315789,0,0,0.478219046,0.28,0.5,1,0.333333333,0.333333333,0.142857143,0,0,0,0,0,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,,0.252307692,0.56336261,0.773678026,0.184535672
0.933271115,0,0,0.526315789,0,0,0.338051395,0.49,0.5,1,0.333333333,0.333333333,0.142857143,0,0,0,0,0,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,,0.195384615,0.523212045,0.615746181,0.111598246
0.933271115,0,0,0.526315789,0,0,0.230864367,0.64,0.5,1,0.333333333,0.333333333,0.142857143,0,0,0,0,0,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,,0.097846154,0.589711418,0.570387779,0.055400558
0.933271115,0,0,0.526315789,0,0,0.04122578,0.95,0.5,1,0.333333333,0.333333333,0.142857143,0,0,0,0,0,0.25,0.75,0.055555556,0,0,0,0.2,0.333333333,,0.073230769,0.52195734,0.585311398,0.041052212
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.203571429,0,0,0,0,1,0.25,0.8125,0.111111111,0.003333333,0.5,0,0.214285714,0.111111111,,0.548615385,0.65621079,0.769682726,0.498206457
0,0.963391137,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.203571429,0,0,0,0,1,0.25,0.8125,0.111111111,0.003333333,0.5,0,0.214285714,0.111111111,,0.510769231,0.582183187,0.775558167,0.418493424
0.559962669,0.385356455,0,0.526315789,0,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.203571429,0,0,0,0,1,0.25,0.8125,0.111111111,0.003333333,0.5,0,0.214285714,0.111111111,,0.558461538,0.644291092,0.840188014,0.534077322
0,0,0.933271115,0,1,0,0.824515597,0,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.851384615,0.126097867,0.340775558,0.066161817
0,0,0.933271115,0,1,0,0.797031744,0.033333333,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.743384615,0.139272271,0.387779083,0.070147469
0,0,0.933271115,0,1,0,0.769547891,0.066666667,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.592307692,0.12923463,0.364277321,0.04862495
0,0,0.933271115,0,1,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.463384615,0.181304893,0.44653349,0.066560383
0,0,0.933271115,0,1,0,0.274838532,0.666666667,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.356,0.19510665,0.505287897,0.062176166
0,0,0.933271115,0,1,0,0.054967706,0.933333333,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.155692308,0.233375157,0.681551116,0.043443603
0,0,0.933271115,0,1,0,0.027483853,0.966666667,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.060923077,0.252195734,0.481786134,0.012754085
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.142857143,0,1,0,1,0,0.5,0.25,0.444444444,0,0,0,0.285714286,0.111111111,,0.122769231,0.257214555,0.681551116,0.037863691
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.332307692,0.740276035,0.810810811,0.350737346
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.323076923,0.765370138,0.869565217,0.378636907
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.329230769,0.765370138,0.857814336,0.382622559
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.307692308,0.752823087,0.881316099,0.358708649
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.32,0.752823087,0.881316099,0.374651255
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.301538462,0.752823087,0.869565217,0.346751694
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.313846154,0.727728984,0.857814336,0.342766042
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.313846154,0.727728984,0.857814336,0.346751694
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.326153846,0.752823087,0.834312573,0.354722997
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.307692308,0.715181932,0.834312573,0.326823436
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.310769231,0.765370138,0.857814336,0.358708649
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.310769231,0.771643664,0.857814336,0.362694301
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.338461538,0.765370138,0.834312573,0.382622559
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.338461538,0.777917189,0.869565217,0.402550817
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.338461538,0.784190715,0.881316099,0.41052212
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.366153846,0.771643664,0.846063455,0.418493424
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.369230769,0.771643664,0.857814336,0.426464727
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.326153846,0.752823087,0.846063455,0.362694301
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.363076923,0.746549561,0.799059929,0.378636907
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.356923077,0.765370138,0.822561692,0.394579514
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.350769231,0.752823087,0.810810811,0.374651255
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.344615385,0.734002509,0.775558167,0.346751694
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.356923077,0.746549561,0.787309048,0.366679952
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.323076923,0.740276035,0.787309048,0.330809087
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.369230769,0.765370138,0.822561692,0.41052212
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.369230769,0.759096612,0.787309048,0.390593862
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.356923077,0.752823087,0.799059929,0.382622559
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.375384615,0.752823087,0.787309048,0.390593862
0,0,0.933271115,0,1,0,0,1,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.36,0.765370138,0.822561692,0.398565165
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.333333333,0.05,0,0,0,0,0,0.25,0.1875,0.444444444,0,0,0,0.8,0.022222222,,0.350769231,0.759096612,0.810810811,0.382622559
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.333333333,0.071428571,0,0,0,0,0,0.75,0.375,0.277777778,0,0,0.5,0.457142857,0.111111111,,0.278769231,0.639899624,0.672150411,0.211239538
0,0,0.933271115,0.473684211,0,0.139958013,0.494709358,0.4,0.5,2,0.666666667,0.333333333,0.071428571,0,0,0,1,0,0.75,0.375,0.277777778,0,0,0.5,0.457142857,0.111111111,,0.350461538,0.696361355,0.696827262,0.302909526
0,0,0.933271115,0.421052632,0,0.279916025,0.439741652,0.466666667,0.5,2,0.666666667,0.333333333,0.071428571,0,0,0,1,0,0.75,0.375,0.277777778,0,0,0.5,0.457142857,0.111111111,,0.373846154,0.796737767,0.82373678,0.430450379
0,0,0.933271115,0.368421053,0,0.419874038,0.384773945,0.533333333,0.5,2,0.666666667,0.333333333,0.071428571,0,0,0,1,0,0.75,0.375,0.277777778,0,0,0.5,0.457142857,0.111111111,,0.325538462,0.828105395,0.757931845,0.358708649
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.365230769,0.723337516,0.834312573,0.387405341
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.375384615,0.742158093,0.787309048,0.385412515
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.367076923,0.754705144,0.810810811,0.394579514
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.370461538,0.730865747,0.834312573,0.396970905
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.365230769,0.750313676,0.857814336,0.412913511
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.368923077,0.757841907,0.881316099,0.43284177
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.369538462,0.737139272,0.857814336,0.41052212
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.371076923,0.728983689,0.846063455,0.402152252
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.366769231,0.744040151,0.834312573,0.400159426
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.372923077,0.764742785,0.869565217,0.435631726
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.372923077,0.786700125,0.916568743,0.472299721
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.368615385,0.787954831,0.904817861,0.461937027
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.370461538,0.80489335,0.928319624,0.486249502
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.372615385,0.799874529,0.904817861,0.473893982
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.370769231,0.775407779,0.846063455,0.427261857
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.365846154,0.774153074,0.834312573,0.415304902
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.369538462,0.804265997,0.881316099,0.460342766
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.367076923,0.793601004,0.822561692,0.420884815
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.365230769,0.782308657,0.869565217,0.436428856
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,2,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.373846154,0.80740276,0.904817861,0.479872459
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.417230769,0.779799247,0.869565217,0.499003587
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.401846154,0.781681305,0.881316099,0.486249502
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.404923077,0.78293601,0.869565217,0.484256676
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.414461538,0.759723965,0.869565217,0.481068155
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.396615385,0.781681305,0.881316099,0.480271024
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.408,0.755332497,0.881316099,0.477082503
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.397846154,0.768506901,0.881316099,0.473495417
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.402461538,0.769134253,0.869565217,0.473096851
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.412307692,0.777917189,0.834312573,0.470306895
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.415384615,0.765370138,0.846063455,0.46990833
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.381538462,0.790464241,0.881316099,0.466321244
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.399692308,0.774780427,0.846063455,0.460342766
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.400923077,0.769761606,0.846063455,0.458748505
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.411692308,0.781053952,0.810810811,0.456357114
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.413230769,0.781053952,0.810810811,0.456357114
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.407076923,0.752195734,0.869565217,0.449980072
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.385846154,0.76348808,0.857814336,0.443603029
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.385230769,0.766624843,0.857814336,0.442008768
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.374769231,0.768506901,0.869565217,0.438820247
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.418461538,0.720828105,0.822561692,0.436030291
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.406153846,0.740276035,0.822561692,0.43443603
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.413538462,0.765370138,0.775558167,0.429653248
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.384615385,0.743412798,0.846063455,0.426464727
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,1,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.392923077,0.765370138,0.810810811,0.426464727
