MA_ratio,FA_ratio,Cs_ratio,Pb_ratio,Sn_ratio,other_ratio,I_ratio,Br_ratio,po_electrode,ETL/ETM,HTL/HTM,ne_eletrode,effective area (cm2),additive_O,additive_I,additive_H,passivation,step,dissolvent,coated1_s(rpm),coated1_t (s),coated2_s(rpm),coated2_t (s),anti-solvent,anneal_T (℃),anneal_t (min),,Jsc (mA/cm2),Voc (V),FF,PCE (%)
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.666666667,0.666666667,0.666666667,0.085714286,0,0,0,1,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.373846154,0.80740276,0.904817861,0.479872459
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.417230769,0.779799247,0.869565217,0.499003587
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.401846154,0.781681305,0.881316099,0.486249502
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.404923077,0.78293601,0.869565217,0.484256676
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.414461538,0.759723965,0.869565217,0.481068155
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.396615385,0.781681305,0.881316099,0.480271024
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.408,0.755332497,0.881316099,0.477082503
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.397846154,0.768506901,0.881316099,0.473495417
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.402461538,0.769134253,0.869565217,0.473096851
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.412307692,0.777917189,0.834312573,0.470306895
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.415384615,0.765370138,0.846063455,0.46990833
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.381538462,0.790464241,0.881316099,0.466321244
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.399692308,0.774780427,0.846063455,0.460342766
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.400923077,0.769761606,0.846063455,0.458748505
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.411692308,0.781053952,0.810810811,0.456357114
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.413230769,0.781053952,0.810810811,0.456357114
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.407076923,0.752195734,0.869565217,0.449980072
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.385846154,0.76348808,0.857814336,0.443603029
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.385230769,0.766624843,0.857814336,0.442008768
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.374769231,0.768506901,0.869565217,0.438820247
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.418461538,0.720828105,0.822561692,0.436030291
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.406153846,0.740276035,0.822561692,0.43443603
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.413538462,0.765370138,0.775558167,0.429653248
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.384615385,0.743412798,0.846063455,0.426464727
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.392923077,0.765370138,0.810810811,0.426464727
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.400307692,0.790464241,0.752056404,0.420087684
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.384,0.793601004,0.775558167,0.415304902
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.390769231,0.771643664,0.787309048,0.414507772
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.363076923,0.779171895,0.810810811,0.403347947
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.372615385,0.78544542,0.787309048,0.402550817
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.364615385,0.779799247,0.810810811,0.402152252
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.365538462,0.7804266,0.775558167,0.38660821
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.312923077,0.824968632,0.822561692,0.373854125
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.363076923,0.796110414,0.740305523,0.37345556
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.304923077,0.813048934,0.834312573,0.363491431
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.666666667,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.387076923,0.787954831,0.904817861,0.485053806
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.666666667,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.375384615,0.799874529,0.916568743,0.478278198
0,0,0.933271115,0.526315789,0,0,0.549677065,0.333333333,0.5,0.666666667,0.666666667,0.666666667,0.085714286,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,,0.358153846,0.80489335,0.928319624,0.470306895
0,0,0.933271115,0,1,0,0.824515597,0,0.5,0.333333333,0.333333333,0.333333333,0.096428571,0,1,1,1,0,0.75,0.3125,0.666666667,0,0,0,0.285714286,0.222222222,,0.740307692,0.183061481,0.399764982,0.095257075
0.933271115,0,0,0,1,0,0.824515597,0,0.5,0.333333333,0.333333333,0.333333333,0.096428571,0,1,1,1,0,0.75,0.3125,0.666666667,0,0,0,0.285714286,0.222222222,,0.373538462,0.152823087,0.486956522,0.049023515
0,0.963391137,0,0,1,0,0.824515597,0,0.5,0.333333333,0.333333333,0.333333333,0.096428571,0,1,1,1,0,0.75,0.3125,0.666666667,0,0,0,0.285714286,0.222222222,,0.528307692,0.194542033,0.539952996,0.097648466
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.596923077,0.309912171,0.752056404,0.243124751
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.615384615,0.297365119,0.761457109,0.243124751
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.624615385,0.293601004,0.769682726,0.247110403
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.658461538,0.306148055,0.720329025,0.255081706
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.652307692,0.303011292,0.782608696,0.271024312
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.630769231,0.304265997,0.788484136,0.267038661
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.64,0.301756587,0.742655699,0.251096054
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.649230769,0.304265997,0.740305523,0.255081706
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.627692308,0.303011292,0.745005875,0.251096054
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.636923077,0.308657465,0.756756757,0.263053009
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.643076923,0.306148055,0.814336075,0.282981267
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.606153846,0.30740276,0.761457109,0.247110403
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.6,0.311794228,0.796709753,0.263053009
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.624615385,0.306775408,0.806110458,0.271024312
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.643076923,0.30489335,0.755581669,0.259067358
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.609230769,0.295483061,0.799059929,0.251096054
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.655384615,0.298619824,0.719153937,0.247110403
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.535384615,0.336260979,0.840188014,0.267038661
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.553846154,0.337515684,0.827262045,0.271024312
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.553846154,0.337515684,0.821386604,0.271024312
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.553846154,0.336260979,0.82373678,0.271024312
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.584615385,0.341907152,0.71680376,0.251096054
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.584615385,0.341907152,0.781433608,0.275009964
0,0.963391137,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.016071429,1,0,1,1,0,0.5,0.625,1,0,0,0.8,0.2,0.111111111,,0.575384615,0.343161857,0.715628672,0.247110403
0,0.963391137,0,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.428571429,0.111111111,,0.689846154,0.589711418,0.686721504,0.490633719
0,0.963391137,0,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.428571429,0.111111111,,0.691076923,0.564617315,0.652878966,0.450777202
0.886607559,0,0.046663556,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.428571429,0.111111111,,0.666461538,0.589711418,0.744653349,0.515743324
0.886607559,0,0.046663556,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.428571429,0.111111111,,0.667384615,0.583437892,0.687661575,0.46990833
0.839944004,0,0.093327112,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.428571429,0.111111111,,0.670769231,0.621079046,0.842185664,0.613790355
0.839944004,0,0.093327112,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.428571429,0.111111111,,0.672923077,0.577164366,0.795417156,0.545635711
0.793280448,0,0.139990667,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.663076923,0.633626098,0.847591069,0.627740136
0.793280448,0,0.139990667,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.661846154,0.614805521,0.756639248,0.540055799
0.746616892,0,0.186654223,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.668615385,0.646173149,0.850411281,0.644878438
0.746616892,0,0.186654223,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.661846154,0.608531995,0.756991774,0.536070147
0.699953336,0,0.233317779,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.640923077,0.633626098,0.876968273,0.624950179
0.699953336,0,0.233317779,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.638153846,0.621079046,0.779788484,0.545237146
0.653289781,0,0.279981335,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.625538462,0.646173149,0.851703878,0.606217617
0.653289781,0,0.279981335,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,0,0,0,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.629538462,0.639899624,0.777908343,0.550418493
0.746616892,0,0.186654223,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,1,0,1,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.666153846,0.646173149,0.877555817,0.664806696
0.746616892,0,0.186654223,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.333333333,0.057142857,0,1,0,1,0,0.75,0.5,0.666666667,0,0,0.75,0.285714286,0.111111111,,0.664615385,0.621079046,0.852408931,0.620167397
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,0.333333333,0.333333333,0.333333333,0.078571429,0,0,0,0,0,0.25,0.625,0.333333333,0,0,0,0.285714286,0.111111111,,0.396307692,0.3902133,0.430317274,0.117178159
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,0.333333333,0.333333333,0.333333333,0.078571429,0,0,0,0,0,0.25,0.625,0.333333333,0,0,0.4,0,0,,0.559076923,0.514429109,0.391186839,0.188919888
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,0.333333333,0.333333333,0.333333333,0.078571429,0,0,0,1,0,0.25,0.625,0.333333333,0,0,0.4,0.285714286,0.111111111,,0.540615385,0.437892095,0.527379553,0.224392188
0.026318245,0.878420039,0.055996267,0.526315789,0,0,0.808025285,0.02,1,1,1,0.666666667,0.064285714,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0.15,0.342857143,0.222222222,,0.723692308,0.69510665,0.947121034,0.835392587
0.026318245,0.878420039,0.055996267,0.526315789,0,0,0.808025285,0.02,1,1,1,0.666666667,0.064285714,0,0,0,0,0,0.75,0.625,0.333333333,0,0,0.15,0.342857143,0.222222222,,0.724307692,0.693224592,0.944770858,0.832602631
0.933271115,0,0,0.394736842,0.25,0,0.824515597,0,0.5,1,1,0.666666667,0.064285714,0,0,0,1,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,,0.624307692,0.592220828,0.83560517,0.54244719
0.933271115,0,0,0.394736842,0.25,0,0.824515597,0,0.5,1,1,0.666666667,0.064285714,0,0,0,1,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,,0.611076923,0.59033877,0.834547591,0.53009167
0.933271115,0,0,0.394736842,0.25,0,0.824515597,0,0.5,1,1,0.666666667,0.064285714,0,0,0,1,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,,0.635384615,0.600878294,0.871445358,0.584695098
0.933271115,0,0,0.394736842,0.25,0,0.824515597,0,0.5,1,1,0.666666667,0.064285714,0,0,0,1,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,,0.622769231,0.600878294,0.8613396,0.5663611
0.933271115,0,0,0,1,0,0.824515597,0,0.5,1,1,0.666666667,0.064285714,0,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,,0.702153846,0.474905897,0.833137485,0.488242328
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.666666667,0.064285714,0,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,,0.687692308,0.476160602,0.87520564,0.503387804
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.666666667,0.064285714,0,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,,0.734461538,0.467628607,0.87826087,0.53009167
0.933271115,0,0,0.526315789,0,0,0.824515597,0,0.5,0.666666667,0.666666667,0.666666667,0.064285714,0,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,,0.732307692,0.467628607,0.923149236,0.555201275
0.933271115,0,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.603076923,0.577164366,0.916568743,0.560781188
0.933271115,0,0,0.394736842,0.25,0,0.824515597,0,1,1,1,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.690461538,0.514429109,0.916568743,0.571941012
0.933271115,0,0,0.263157895,0.5,0,0.824515597,0,1,1,1,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.340615385,0.326223338,0.752056404,0.146671981
0.933271115,0,0,0.131578947,0.75,0,0.824515597,0,1,1,1,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.342153846,0.225846926,0.693301998,0.094061379
0.933271115,0,0,0,1,0,0.824515597,0,1,1,1,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.139076923,0.094102886,0.44653349,0.010362694
0.699953336,0.240847784,0,0.394736842,0.25,0,0.824515597,0,1,1,1,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.692923077,0.501882058,0.904817861,0.552809884
0.466635558,0.481695568,0,0.394736842,0.25,0,0.824515597,0,1,0.666666667,0.666666667,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.708615385,0.489335006,0.928319624,0.56556397
0.233317779,0.722543353,0,0.394736842,0.25,0,0.824515597,0,1,0.666666667,0.666666667,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.509230769,0.439146801,0.763807286,0.30011957
0,0.963391137,0,0.394736842,0.25,0,0.824515597,0,1,0.666666667,0.666666667,0.666666667,0.071428571,1,0,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0.7,0.285714286,0.111111111,,0.556307692,0.470514429,0.634547591,0.291749701
0.839944004,0,0.093327112,0.526315789,0,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,1,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,0.5,0.285714286,0.111111111,,0.571384615,0.627352572,0.87426557,0.550418493
0.839944004,0,0.093327112,0.394736842,0.25,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,1,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,0.4,0.285714286,0.111111111,,0.701538462,0.526976161,0.89306698,0.579912316
0.839944004,0,0.093327112,0.263157895,0.5,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,1,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,0.3,0.285714286,0.111111111,,0.717538462,0.439146801,0.725029377,0.401355122
0.839944004,0,0.093327112,0.131578947,0.75,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,1,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,0.2,0.285714286,0.111111111,,0.672,0.301129235,0.715628672,0.254284576
0.839944004,0,0.093327112,0,1,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,1,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,0.1,0.285714286,0.111111111,,0.139384615,0.125470514,0.42773208,0.01315265
0.933271115,0,0,0.263157895,0.5,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,0,0,0,1,1,0.125,0.166666667,0.666666667,0.666666667,0.3,0.285714286,0.111111111,,0.573846154,0.388958595,0.646298472,0.253487445
0.746616892,0,0.186654223,0.263157895,0.5,0,0.824515597,0,1,0.666666667,0.666666667,0.666666667,0.071428571,0,1,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,0.3,0.285714286,0.111111111,,0.633230769,0.376411543,0.713278496,0.298923874
0.653289781,0,0.279981335,0.263157895,0.5,0,0.824515597,0,1,0.666666667,0.666666667,0.666666667,0.071428571,0,1,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,0.3,0.285714286,0.111111111,,0.460307692,0.244667503,0.592244418,0.117178159
0,0.963391137,0,0.394736842,0.25,0,0.824515597,0,1,0.666666667,0.666666667,0.666666667,0.071428571,0,0,0,0,1,1,0.125,0.166666667,0.666666667,0.666666667,0.4,0.285714286,0.111111111,,0.599384615,0.470514429,0.826086957,0.409326425
0,0.963391137,0,0.263157895,0.5,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,0,0,0,1,1,0.125,0.166666667,0.666666667,0.666666667,0.3,0.285714286,0.111111111,,0.662153846,0.376411543,0.768507638,0.336389
0,0.963391137,0,0.131578947,0.75,0,0.824515597,0,1,1,1,0.666666667,0.071428571,0,0,0,0,1,1,0.125,0.166666667,0.666666667,0.666666667,0.2,0.285714286,0.111111111,,0.628615385,0.288582183,0.659224442,0.210043842
